id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,sms,screen,mood,num_nonzero,is_fake,mood_next_day,next_date
AS14.01,2014-03-30,0.049092970521542,414.365,1298.505,1535.677,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,0.0,0.0,4523.214000940327,7.5,9,False,7.4,2014-03-31
AS14.01,2014-03-31,0.0705054808833895,2961.405,5332.637,1758.92,41.255,51.176,0.0,268.554,1350.655,183.381,29.29,210.305,0.0,6.0,0.0,8373.416000366211,7.4,13,False,6.0,2014-04-01
AS14.01,2014-04-01,0.118443242712736,1385.517,6095.526,1030.637,547.826,234.741,92.388,121.19,5040.067,1614.621,0.0,517.636,0.0,1.0,0.0,17173.906002044678,6.0,13,False,6.5,2014-04-02
AS14.01,2014-04-02,0.1019166106382234,3614.349,6920.156,1343.376,247.777,0.0,90.481,541.5409999999999,3428.792,0.0,0.0,341.371,0.0,4.0,0.0,15405.399999856949,6.5,11,False,6.4,2014-04-03
AS14.01,2014-04-03,0.049238472708441,2321.464,14438.082,1293.631,76.234,0.0,0.0,213.902,3154.241,19.082,0.0,182.772,0.0,4.0,0.0,18111.24900078773,6.4,11,False,6.2,2014-04-04
AS14.01,2014-04-04,0.1266893112073258,1957.829,5481.628,1545.227,0.0,0.0,0.0,176.801,2086.197,158.241,0.0,128.692,0.0,2.0,1.0,9533.048000097277,6.2,11,False,6.8,2014-04-05
AS14.01,2014-04-05,0.1190023022034455,616.418,1885.409,76.369,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,0.0,0.0,0.0,3340.4309999942784,6.8,9,False,6.5,2014-04-06
AS14.01,2014-04-06,0.0644077994424681,4548.662,3355.743,187.214,0.0,114.406,0.0,119.12,321.46000000000004,0.0,0.0,46.249,0.0,4.0,0.0,7467.321999788283,6.5,10,False,6.5,2014-04-07
AS14.01,2014-04-07,0.0506706211743178,927.377,7355.015,447.121,46.128,0.0,17.107,170.348,1475.418,60.247,0.0,205.81100000000004,0.0,1.0,0.0,9846.38099980354,6.5,12,False,6.6,2014-04-08
AS14.01,2014-04-08,0.0753270582613484,892.689,9477.553,3466.4790000000003,19.131,0.0,0.0,209.514,2655.121,0.0,0.0,36.143,0.0,1.0,0.0,15101.132001876833,6.6,10,False,7.4,2014-04-09
AS14.01,2014-04-09,0.1203841145323287,1638.617,6177.076,940.77,0.0,0.0,0.0,346.654,2826.35,0.0,0.0,577.3589999999999,0.0,4.0,0.0,13558.28900098801,7.4,9,False,7.4,2014-04-10
AS14.01,2014-04-10,0.078963105194891,715.355,4881.411,1858.893,0.0,1.059,23.195,107.919,1174.717,0.0,0.0,377.687,0.0,7.0,0.0,9296.09899926186,7.4,11,False,7.0,2014-04-11
AS14.01,2014-04-11,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,0.0,0.0,7371.672000169754,7.0,10,False,7.25,2014-04-12
AS14.01,2014-04-12,0.0722490614703181,302.446,2060.366,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,0.0,352.392,0.0,0.0,0.0,5025.429001092908,7.25,9,False,8.0,2014-04-13
AS14.01,2014-04-13,0.0140213289543707,447.415,1096.795,249.392,82.413,0.0,0.0,94.209,34.501999999999995,0.0,0.0,0.0,0.0,0.0,0.0,2005.7509992122652,8.0,8,False,7.2,2014-04-14
AS14.01,2014-04-14,0.0838873144698841,961.581,6486.284,6265.556,89.32300000000001,0.0,0.0,145.096,2921.985,29.104,0.0,986.014,0.0,1.0,1.0,11602.41199922562,7.2,12,False,6.4,2014-04-15
AS14.01,2014-04-15,0.0901121527807252,1596.356,6224.231,944.522,13.043,0.0,0.0,110.415,4428.21,8.363,0.0,279.793,0.0,8.0,1.0,11325.595998287206,6.4,12,False,7.2,2014-04-16
AS14.01,2014-04-16,0.1161103361271222,923.613,5175.016,426.734,0.0,0.0,0.0,40.784,1912.852,0.0,0.0,223.587,0.0,0.0,1.0,12522.47499895096,7.2,9,False,6.6,2014-04-17
AS14.01,2014-04-17,0.0569178566720968,552.201,11853.339,142.241,0.0,0.0,0.0,53.763,2107.146,0.0,0.0,49.718,0.0,2.0,0.0,9712.27400064469,6.6,9,False,6.8,2014-04-18
AS14.01,2014-04-18,0.094033006694976,1860.898,5341.657,774.354,119.163,0.0,0.0,47.789,1993.922,63.874,0.0,88.68,0.0,1.0,0.0,8899.562999725336,6.8,11,False,7.8,2014-04-19
AS14.01,2014-04-19,0.0994319117238402,946.19,2728.26,469.274,95.629,29.084,0.0,31.482,396.672,128.89,0.0,305.796,0.0,1.0,0.0,5133.912000656129,7.8,12,False,7.25,2014-04-20
AS14.01,2014-04-20,0.0748162430431159,897.086,4984.724,727.492,10.606,0.0,0.0,34.202,2237.742,0.0,0.0,121.035,0.0,2.0,2.0,8343.518000364307,7.25,11,False,7.6,2014-04-21
AS14.01,2014-04-21,0.1020410589682471,1125.264,2004.347,74.88,33.266,0.0,0.0,58.049,428.972,68.278,0.0,210.882,0.0,2.0,0.0,3832.9909992218018,7.6,11,False,7.4,2014-04-22
AS14.01,2014-04-22,0.091929551822292,2212.954,11360.913,1101.017,38.453,0.0,0.0,63.16,1422.548,0.0,0.0,423.215,0.0,2.0,0.0,15490.269999265667,7.4,10,False,7.6,2014-04-23
AS14.01,2014-04-23,0.0459856891337655,1130.842,8928.472,347.427,18.051,0.0,0.0,42.398,526.598,0.0,0.0,246.944,0.0,1.0,0.0,11457.320999383925,7.6,10,False,7.6,2014-04-24
AS14.01,2014-04-24,0.0509029881940343,1466.271,9692.133,4464.975,209.937,0.0,0.0,31.933,2688.536,51.184,0.0,716.197,0.0,1.0,0.0,13651.80700016022,7.6,11,False,7.2,2014-04-25
AS14.01,2014-04-25,0.1090610636368274,817.613,7279.144,650.832,21.071,0.0,0.0,68.84700000000001,2227.694,63.316,0.0,347.974,0.0,2.0,1.0,11283.556999683384,7.2,12,False,7.6,2014-04-26
AS14.01,2014-04-26,0.2142487716242349,864.519,2567.857,125.556,27.267,0.0,0.0,46.205,45.344,470.773,3.148,315.76300000000003,0.0,3.0,4.0,4916.102999210358,7.6,13,False,7.5,2014-04-27
AS14.01,2014-04-27,0.0304789237989636,1291.314,2431.498,1510.221,0.0,0.0,0.0,1056.684,27.47,0.0,0.0,60.338,0.0,0.0,0.0,5700.562000036243,7.5,8,False,7.6,2014-04-28
AS14.01,2014-04-28,0.0196753225383989,1312.001,4697.372,1548.438,465.253,0.0,0.0,72.584,2423.933,0.0,0.0,380.193,0.0,2.0,0.0,10807.829999685284,7.6,10,False,7.0,2014-04-29
AS14.01,2014-04-29,0.1027582485295044,1811.833,3834.645,1562.533,0.0,333.305,0.0,40.472,411.485,41.982,0.0,410.436,0.0,0.0,0.0,7873.291999101639,7.0,10,False,7.8,2014-04-30
AS14.01,2014-04-30,0.1510514590407472,844.963,3550.618,504.862,375.022,0.0,0.0,185.783,89.166,272.798,0.0,112.295,0.0,1.0,0.0,5998.920999050139,7.8,11,False,8.0,2014-05-01
AS14.01,2014-05-01,0.037065268147657,1876.113,8191.41,470.866,1321.104,0.0,28.098,44.43,4918.942,0.0,0.0,269.569,0.0,7.0,4.0,13309.394998550417,8.0,12,False,7.6,2014-05-02
AS14.01,2014-05-02,0.0773410192967756,795.436,7925.918,352.88800000000003,1069.748,0.0,0.0,32.443,771.266,0.0,0.0,11.083,0.0,0.0,0.0,10906.071000814442,7.6,9,False,8.0,2014-05-03
AS14.01,2014-05-03,0.071740884895172,753.2570000000001,4539.776,2761.95,296.313,0.0,0.0,40.569,205.602,143.631,30.102,125.605,0.0,0.0,1.0,8186.036000728605,8.0,12,False,8.0,2014-05-04
AS14.02,2014-03-15,,2421.109,2198.703,351.694,0.0,0.0,0.0,0.0,0.0,125.7,0.0,0.0,0.0,7.0,0.0,5309.255001068115,,6,False,6.333333333333333,2014-03-16
AS14.02,2014-03-16,,2481.735,3151.829,88.392,0.0,0.0,0.0,408.106,181.591,0.0,0.0,0.0,0.0,4.0,1.0,4902.626999616626,6.333333333333333,8,False,6.75,2014-03-17
AS14.02,2014-03-17,0.1680684149503257,1229.347,4518.116,2511.178,0.0,0.0,0.0,103.699,103.028,0.0,0.0,0.0,0.0,4.0,0.0,7620.827001333233,6.75,8,False,8.2,2014-03-18
AS14.02,2014-03-18,0.2194843842554375,2604.521,3933.081,88.943,0.0,0.0,0.0,88.72200000000001,212.364,0.0,0.0,0.0,0.0,15.0,1.0,4512.4710013866425,8.2,9,False,6.8,2014-03-19
AS14.02,2014-03-19,0.3156317568506431,1554.558,2596.989,196.139,0.0,0.0,0.0,105.536,47.815,567.165,0.0,0.0,0.0,5.0,1.0,8182.757000207905,6.8,10,False,7.25,2014-03-20
AS14.02,2014-03-20,0.2390249602103473,1777.977,2154.371,148.18,0.0,0.0,0.0,86.857,131.598,0.0,0.0,0.0,0.0,10.0,1.0,4360.33400130272,7.25,9,False,7.5,2014-03-21
AS14.02,2014-03-21,0.2896279249001074,2230.303,2858.446,459.604,0.0,0.0,0.0,37.944,388.021,442.296,0.0,0.0,0.0,10.0,1.0,11155.850999116892,7.5,10,False,6.5,2014-03-22
AS14.02,2014-03-22,0.4460436868329013,1930.266,1852.256,662.911,0.0,0.0,0.0,43.204,408.667,780.617,0.0,0.0,0.0,25.0,1.0,7589.562002897266,6.5,10,False,6.25,2014-03-23
AS14.02,2014-03-23,0.2696971570335323,894.506,1839.899,388.098,0.0,0.0,0.0,61.865,171.994,1263.189,0.0,0.0,0.0,8.0,1.0,4528.527000665666,6.25,10,False,6.4,2014-03-24
AS14.02,2014-03-24,0.1561246625014999,1073.496,3012.181,532.013,0.0,0.0,0.0,81.80799999999999,232.801,0.0,0.0,0.0,0.0,5.0,0.0,2766.6489994525905,6.4,8,False,7.75,2014-03-25
AS14.02,2014-03-25,0.2305136548564537,2806.931,2788.751,459.589,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,7.0,0.0,4637.388000011446,7.75,8,False,7.2,2014-03-26
AS14.02,2014-03-26,0.2939534624058421,1736.744,2533.849,767.156,0.0,0.0,0.0,41.95,1562.023,0.0,0.0,0.0,0.0,5.0,0.0,6069.630000829696,7.2,8,False,7.25,2014-03-27
AS14.02,2014-03-27,0.2288490089221509,2267.124,2997.043,490.781,0.0,0.0,0.0,731.8530000000001,81.366,0.0,0.0,67.163,0.0,3.0,0.0,5746.980998754502,7.25,9,False,6.8,2014-03-28
AS14.02,2014-03-28,0.2615983280781395,1053.115,1245.127,707.64,0.0,0.0,0.0,125.669,2717.215,0.0,0.0,0.0,0.0,8.0,2.0,3969.580999135971,6.8,9,False,7.25,2014-03-29
AS14.02,2014-03-29,0.432469355060395,1053.206,2141.489,1063.268,0.0,0.0,0.0,52.841,523.854,501.644,0.0,0.0,0.0,4.0,0.0,4403.242997646333,7.25,9,False,7.0,2014-03-30
AS14.02,2014-03-30,0.2418873087939678,772.787,1110.856,1278.594,0.0,0.0,0.0,113.228,322.901,0.0,0.0,0.0,0.0,10.0,1.0,3937.0419988632193,7.0,9,False,7.2,2014-03-31
AS14.02,2014-03-31,0.1563729236642765,1186.299,2481.322,354.965,0.0,0.0,0.0,81.741,2038.6310000000003,0.0,0.0,0.0,0.0,14.0,2.0,4774.145999193192,7.2,9,False,7.4,2014-04-01
AS14.02,2014-04-01,0.2619605321890544,2790.014,1322.61,76.976,0.0,0.0,0.0,186.413,191.121,345.20000000000005,0.0,0.0,0.0,2.0,1.0,3297.737997055054,7.4,10,False,6.4,2014-04-02
AS14.02,2014-04-02,0.3191205617996335,1964.21,2942.423,1021.454,0.0,0.0,0.0,128.744,317.901,0.0,0.0,0.0,0.0,2.0,0.0,6883.828001737594,6.4,8,False,5.75,2014-04-03
AS14.02,2014-04-03,0.3225058399099886,1269.299,3595.431,548.787,0.0,0.0,0.0,56.132,122.421,318.294,0.0,0.0,0.0,2.0,0.0,6814.30000090599,5.75,9,False,6.4,2014-04-04
AS14.02,2014-04-04,0.2272703566089604,1121.689,2809.436,809.728,0.0,0.0,0.0,148.852,141.32,0.0,0.0,0.0,0.0,5.0,0.0,3653.370000839234,6.4,8,False,7.4,2014-04-05
AS14.02,2014-04-05,0.3219197224805252,1957.087,2309.659,794.484,0.0,0.0,0.0,100.897,258.611,388.071,0.0,0.0,0.0,9.0,1.0,13067.926001548763,7.4,10,False,4.5,2014-04-06
AS14.02,2014-04-06,0.2152095201608524,576.385,1224.322,618.98,0.0,0.0,0.0,30.011000000000003,391.542,0.0,0.0,0.0,0.0,6.0,0.0,3649.96799850464,4.5,8,False,6.8,2014-04-07
AS14.02,2014-04-07,0.1365237343960995,1482.948,3761.179,737.9159999999999,0.0,0.0,0.0,106.148,2008.184,0.0,0.0,0.0,0.0,2.0,0.0,6366.526998281479,6.8,8,False,6.25,2014-04-08
AS14.02,2014-04-08,0.2619510376215639,1184.778,2265.855,193.48,0.0,0.0,0.0,134.434,636.253,0.0,0.0,0.0,0.0,10.0,1.0,4079.151999473574,6.25,9,False,7.25,2014-04-09
AS14.02,2014-04-09,0.2472098480448902,1427.022,2255.545,627.236,0.0,0.0,0.0,61.397,294.321,0.0,0.0,0.0,0.0,12.0,1.0,5757.426000595091,7.25,9,False,7.25,2014-04-10
AS14.02,2014-04-10,0.2607506038432931,1303.452,2726.237,695.3240000000001,0.0,0.0,0.0,141.214,566.807,525.1129999999999,0.0,2.045,0.0,1.0,1.0,7844.238998651505,7.25,11,False,6.5,2014-04-11
AS14.02,2014-04-11,0.4244814273084369,1548.192,2343.793,700.7239999999999,0.0,0.0,0.0,136.128,319.645,630.929,0.0,0.0,0.0,7.0,1.0,5810.030001163483,6.5,10,False,6.0,2014-04-12
AS14.02,2014-04-12,0.3783017333120427,1826.668,1516.7669999999998,0.0,0.0,0.0,0.0,11.016,157.19199999999998,362.185,0.0,6.986,0.0,6.0,1.0,3658.819001197815,6.0,10,False,7.2,2014-04-13
AS14.02,2014-04-13,0.2898201182827999,510.913,855.219,371.52,0.0,0.0,0.0,79.112,123.071,159.646,0.0,0.0,0.0,1.0,0.0,2174.870997667313,7.2,9,False,8.0,2014-04-14
AS14.02,2014-04-14,0.1870740501721279,809.972,1822.477,95.772,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.488,0.0,8.0,7.0,2773.0430009365086,8.0,10,False,7.25,2014-04-15
AS14.02,2014-04-15,0.1736288831786874,98.266,445.917,19.658,0.0,0.0,0.0,0.0,25.386000000000003,0.0,0.0,0.0,0.0,14.0,1.0,701.2870004177095,7.25,8,False,6.666666666666667,2014-04-16
AS14.02,2014-04-16,0.3532763532763534,125.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,109.28399968147278,6.666666666666667,5,False,6.5,2014-04-17
AS14.02,2014-04-17,0.4700854700854705,2.007,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,41.23499965667722,6.5,6,False,6.5,2014-04-18
AS14.02,2014-04-19,0.5,10.09,72.34100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187.3220000267031,5.666666666666667,5,False,5.0,2014-04-20
AS14.02,2014-04-22,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0,15.0,2.0,13.08000016212468,5.666666666666667,5,False,5.5,2014-04-23
AS14.02,2014-04-23,0.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,5.5,3,False,7.0,2014-04-24
AS14.03,2014-03-21,,168.055,1724.739,946.017,0.0,0.0,10.046,543.588,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1664.9540009498598,9.0,8,False,7.8,2014-03-22
AS14.03,2014-03-22,0.1913883086450861,482.088,458.495,1669.473,0.0,0.0,0.0,89.216,0.0,168.545,0.0,4.35,0.0,8.0,1.0,2643.5370004177103,7.8,10,False,8.2,2014-03-23
AS14.03,2014-03-23,0.1002466983942117,492.576,1503.122,1741.3909999999998,36.364,0.0,161.998,251.529,0.0,275.40500000000003,0.0,0.0,44.854,1.0,1.0,5048.337000608444,8.2,12,False,7.8,2014-03-24
AS14.03,2014-03-24,0.090740222421567,92.246,2282.336,3908.043,105.217,0.0,125.325,851.0169999999999,0.0,0.0,11.064,5.136,0.0,3.0,0.0,6248.045999526978,7.8,11,False,7.8,2014-03-25
AS14.03,2014-03-25,0.1327682855234919,1044.495,1305.098,1351.416,447.543,0.0,141.076,133.63,0.0,0.0,47.324,28.843000000000004,0.0,6.0,1.0,3791.112000226976,7.8,12,False,8.25,2014-03-26
AS14.03,2014-03-26,0.0911532011403041,118.639,1294.789,2355.873,87.141,0.0,20.684,72.68,0.0,12.84,7.649,0.0,0.0,1.0,0.0,3985.9769988059993,8.25,11,False,7.75,2014-03-27
AS14.03,2014-03-27,0.1031957536987308,588.336,931.662,1653.757,0.0,0.0,13.437,60.032,0.0,0.0,0.0,17.490000000000002,0.0,3.0,1.0,3275.632001638412,7.75,10,False,8.0,2014-03-28
AS14.03,2014-03-28,0.1046792879790665,277.526,940.879,3351.791,0.0,0.0,46.206,246.376,0.0,0.0,63.787000000000006,7.045,0.0,3.0,0.0,3250.4419982433324,8.0,10,False,8.6,2014-03-29
AS14.03,2014-03-29,0.1633773377586506,19.31,152.928,2529.228,49.371,0.0,0.0,104.425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2261.391000509263,8.6,8,False,8.4,2014-03-30
AS14.03,2014-03-30,0.1646507152666788,12.869,1223.623,2039.814,0.0,0.0,26.284,186.054,0.0,0.0,35.267,0.0,31.955,1.0,0.0,3568.718999385834,8.4,10,False,7.4,2014-03-31
AS14.03,2014-03-31,0.0836335845955086,2044.996,4412.685,1699.4679999999998,77.491,0.0,0.0,98.786,0.0,0.0,0.0,5.16,0.0,3.0,1.0,5914.367000103,7.4,10,False,7.6,2014-04-01
AS14.03,2014-04-01,0.097414340146311,543.663,711.798,1626.554,58.641,0.0,62.49,203.234,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3205.793999433517,7.6,9,False,7.4,2014-04-02
AS14.03,2014-04-02,0.0786881382869165,854.1980000000001,820.558,1981.504,65.43900000000001,0.0,18.699,98.842,0.0,54.145,0.0,0.0,0.0,2.0,0.0,3364.2400007247934,7.4,10,False,7.8,2014-04-03
AS14.03,2014-04-03,0.0836364543999837,133.803,685.184,2093.16,72.103,0.0,0.0,91.237,0.0,0.0,20.192,29.197000000000003,0.0,1.0,0.0,2312.74599981308,7.8,10,False,7.8,2014-04-04
AS14.03,2014-04-04,0.0871065604162596,617.093,804.0909999999999,1371.565,47.284,0.0,6.163,902.67,0.0,0.0,315.509,0.0,0.0,0.0,3.0,3231.443998813628,7.8,10,False,7.6,2014-04-05
AS14.03,2014-04-05,0.1144279376296363,263.059,1110.404,2295.814,0.0,0.0,106.486,60.862,0.0,19.696,0.0,0.0,0.0,6.0,0.0,3852.661998987194,7.6,9,False,6.8,2014-04-06
AS14.03,2014-04-06,0.076772015485237,11.063,730.343,4234.2,0.0,0.0,0.0,1024.593,0.0,0.0,23.094,0.0,0.0,0.0,0.0,6028.54899859429,6.8,7,False,7.4,2014-04-07
AS14.03,2014-04-07,0.1440639367890296,596.011,1787.445,2513.812,88.197,0.0,124.681,72.082,0.0,0.0,82.764,0.0,0.0,2.0,0.0,5035.644999742507,7.4,10,False,7.4,2014-04-08
AS14.03,2014-04-08,0.1038308889653645,873.53,683.364,1307.637,27.089,0.0,1494.864,70.913,0.0,0.0,11.128,0.0,0.0,2.0,1.0,4475.89199995995,7.4,11,False,7.8,2014-04-09
AS14.03,2014-04-09,0.0921222333052219,23.843000000000004,763.865,984.36,31.735,0.0,16.27,74.42,0.0,0.0,50.254,0.0,0.0,0.0,0.0,1773.7219996452325,7.8,9,False,7.4,2014-04-10
AS14.03,2014-04-10,0.1080663991151945,103.689,1778.979,2776.328,0.0,0.0,5.217,95.092,13.22,0.0,0.0,0.0,0.0,0.0,2.0,4766.028001308442,7.4,9,False,7.6,2014-04-11
AS14.03,2014-04-11,0.1201880832717655,102.159,1698.898,3128.489,17.149,0.0,9.16,354.092,0.0,0.0,28.343,4.513,0.0,0.0,0.0,4983.920999288563,7.6,10,False,7.666666666666667,2014-04-12
AS14.03,2014-04-12,0.1270373422712845,104.581,229.648,3974.114,0.0,0.0,0.0,1072.477,0.0,0.0,21.096,9.33,0.0,6.0,0.0,2492.8179993629456,7.666666666666667,9,False,7.4,2014-04-13
AS14.03,2014-04-13,0.0781375421662017,1391.461,2391.052,3217.934,0.0,0.0,643.756,443.269,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7752.552998781202,7.4,9,False,7.0,2014-04-14
AS14.03,2014-04-14,0.0928962657178071,1808.078,3571.217,1152.669,28.19,0.0,8.073,58.008,41.365,0.0,11.226,17.303,0.0,0.0,1.0,4230.447000265119,7.0,12,False,7.6,2014-04-15
AS14.03,2014-04-15,0.1195549985213912,726.5,2245.302,1850.042,0.0,0.0,6.025,100.235,0.0,0.0,12.082,0.0,0.0,6.0,0.0,3964.784998178483,7.6,9,False,8.0,2014-04-16
AS14.03,2014-04-16,0.114768169214947,244.239,1454.301,3481.064,18.113,0.0,33.186,175.38,0.0,0.0,38.228,7.662,0.0,2.0,0.0,5334.56700015068,8.0,11,False,7.25,2014-04-17
AS14.03,2014-04-17,0.1408592463523663,1816.36,2048.286,1159.785,172.576,0.0,0.0,167.096,0.0,0.0,101.287,31.331,0.0,4.0,2.0,5006.50600028038,7.25,11,False,7.5,2014-04-18
AS14.03,2014-04-18,0.0738760828994091,1751.578,1206.113,4304.597,0.0,0.0,183.844,47.282,0.0,0.0,18.267,7.954,0.0,6.0,0.0,6253.73700046539,7.5,10,False,7.8,2014-04-19
AS14.03,2014-04-19,0.208229777089402,117.624,1155.189,66.705,0.0,0.0,0.0,53.494,0.0,69.034,0.0,0.0,0.0,4.0,1.0,1441.918000221252,7.8,9,False,7.5,2014-04-20
AS14.03,2014-04-20,0.1468526372239469,489.672,993.986,1528.4879999999998,0.0,0.0,0.0,49.111,0.0,26.617,225.16000000000005,0.0,0.0,3.0,2.0,3489.126999378204,7.5,10,False,7.4,2014-04-21
AS14.03,2014-04-21,0.0208458050307714,723.0600000000001,242.136,4016.524,23.194,0.0,0.0,1681.297,0.0,167.219,0.0,5.461,0.0,3.0,0.0,6019.938000440604,7.4,10,False,7.6,2014-04-22
AS14.03,2014-04-22,0.092855614460823,126.094,1806.502,2342.385,0.0,0.0,39.548,73.491,0.0,0.0,23.108,0.0,0.0,0.0,0.0,3493.3910002708435,7.6,8,False,7.0,2014-04-23
AS14.03,2014-04-23,0.1203897193369119,145.374,1479.562,2393.742,159.123,0.0,0.0,58.527,0.0,0.0,24.156,0.0,0.0,0.0,1.0,4272.427999734879,7.0,9,False,7.4,2014-04-24
AS14.03,2014-04-24,0.1060010922360682,115.675,2815.141,1748.107,52.354,0.0,0.0,159.014,0.0,0.0,17.439,0.0,0.0,0.0,0.0,4893.604000329971,7.4,8,False,7.5,2014-04-25
AS14.03,2014-04-25,0.1061676182204839,42.124,1878.8,3332.951,43.303,0.0,178.498,57.624,0.0,0.0,54.501,10.174,0.0,0.0,0.0,4775.744999885558,7.5,10,False,7.5,2014-04-26
AS14.03,2014-04-26,0.2691422503343845,443.291,586.442,2737.032,0.0,0.0,0.0,90.046,19.455,0.0,0.0,0.0,0.0,4.0,5.0,3489.0539994239807,7.5,9,False,7.6,2014-04-27
AS14.03,2014-04-27,0.0655520717588992,8.94,876.223,4116.011,0.0,0.0,0.0,2434.284,0.0,540.932,56.35,0.0,0.0,0.0,0.0,5290.936999082568,7.6,8,False,7.0,2014-04-28
AS14.03,2014-04-28,0.0826284903411332,118.209,2852.19,3497.522,28.117,0.0,0.0,47.72,7.876,0.0,16.492,13.238,0.0,1.0,0.0,3365.22000002861,7.0,11,False,7.2,2014-04-29
AS14.03,2014-04-29,0.1186958482249048,20.779,1792.613,1007.323,479.494,0.0,6.506,66.649,0.0,0.0,13.057,0.0,0.0,0.0,0.0,3669.9149987697606,7.2,9,False,7.0,2014-04-30
AS14.03,2014-04-30,0.0896922408290304,191.088,1863.695,2006.694,0.0,0.0,0.0,85.207,0.0,0.0,41.5,16.27,0.0,0.0,0.0,4097.972999095916,7.0,8,False,7.2,2014-05-01
AS14.03,2014-05-01,0.1363888345921595,1824.377,1083.126,3026.651,0.0,0.0,61.166,80.12700000000001,0.0,112.24,0.0,12.198,0.0,1.0,0.0,3744.9600000381465,7.2,10,False,7.6,2014-05-02
AS14.03,2014-05-02,0.1343769226947676,274.71500000000003,1102.326,4098.997,43.224,0.0,0.0,713.978,0.0,49.673,0.0,28.902,0.0,10.0,1.0,6631.174000263214,7.6,11,False,7.75,2014-05-03
AS14.03,2014-05-03,0.1389189314363011,550.479,924.108,3330.291,0.0,0.0,0.0,54.141,0.0,72.509,15.146,11.342,0.0,5.0,0.0,4691.682000160218,7.75,10,False,7.4,2014-05-04
