row_number,id,time,variable,value
887100,AS14.01,2014-03-23 17:16:50.657,appCat.builtin,20.697
932100,AS14.01,2014-03-23 19:26:28.619,appCat.builtin,507.041
1011100,AS14.01,2014-03-23 23:49:08.378,appCat.builtin,21.734
1014100,AS14.01,2014-03-23 23:53:40.203,appCat.builtin,31.142
1033100,AS14.01,2014-03-24 08:15:30.855,appCat.builtin,25.068
1157100,AS14.01,2014-03-24 11:00:04.632,appCat.builtin,31.933
1269100,AS14.01,2014-03-24 15:31:25.306,appCat.builtin,16.226
1292100,AS14.01,2014-03-24 16:30:01.690,appCat.builtin,53.39
1346100,AS14.01,2014-03-24 18:01:27.644,appCat.builtin,18.109
146414,AS14.01,2014-03-24 22:42:18.479,appCat.builtin,25.109
161711,AS14.01,2014-03-25 15:22:33.066,appCat.builtin,296.395
165811,AS14.01,2014-03-25 17:51:08.009,appCat.builtin,19.824
166911,AS14.01,2014-03-25 19:21:50.918,appCat.builtin,36.296
174812,AS14.01,2014-03-25 22:35:36.180,appCat.builtin,127.64
182310,AS14.01,2014-03-26 09:42:43.361,appCat.builtin,42.384
186310,AS14.01,2014-03-26 11:12:24.683,appCat.builtin,46.57
190610,AS14.01,2014-03-26 11:55:11.654,appCat.builtin,61.269
191113,AS14.01,2014-03-26 12:08:41.858,appCat.builtin,166.99
207510,AS14.01,2014-03-26 21:07:39.940,appCat.builtin,26.699
209210,AS14.01,2014-03-26 21:31:38.506,appCat.builtin,32.104
209613,AS14.01,2014-03-26 21:33:40.957,appCat.builtin,64.208
216710,AS14.01,2014-03-27 02:54:00.880,appCat.builtin,19.016
220913,AS14.01,2014-03-27 08:58:10.282,appCat.builtin,82.381
223710,AS14.01,2014-03-27 09:03:24.250,appCat.builtin,21.511
225010,AS14.01,2014-03-27 09:05:16.828,appCat.builtin,22.093
231211,AS14.01,2014-03-27 10:35:45.934,appCat.builtin,28.76
236610,AS14.01,2014-03-27 11:27:16.450,appCat.builtin,248.465
238510,AS14.01,2014-03-27 14:07:30.237,appCat.builtin,16.039
247610,AS14.01,2014-03-27 19:17:23.230,appCat.builtin,23.089
252710,AS14.01,2014-03-27 23:24:52.244,appCat.builtin,19.987
255811,AS14.01,2014-03-28 00:17:42.382,appCat.builtin,9162.685
258017,AS14.01,2014-03-28 10:45:30.071,appCat.builtin,31.183
261410,AS14.01,2014-03-28 12:19:37.042,appCat.builtin,95.504
266410,AS14.01,2014-03-28 15:40:11.377,appCat.builtin,57.199
274510,AS14.01,2014-03-28 20:56:10.315,appCat.builtin,27.848
275910,AS14.01,2014-03-28 21:33:46.117,appCat.builtin,39.15
280710,AS14.01,2014-03-29 12:26:30.493,appCat.builtin,18.109
284510,AS14.01,2014-03-29 16:11:00.436,appCat.builtin,53.824
290810,AS14.01,2014-03-29 20:39:06.118,appCat.builtin,19.201
295721,AS14.01,2014-03-29 23:16:34.125,appCat.builtin,22.13
295812,AS14.01,2014-03-29 23:16:56.256,appCat.builtin,847.592
299210,AS14.01,2014-03-30 11:36:05.887,appCat.builtin,39.663
302110,AS14.01,2014-03-30 15:24:20.430,appCat.builtin,34.136
302312,AS14.01,2014-03-30 15:24:58.846,appCat.builtin,57.586
306010,AS14.01,2014-03-31 00:41:43.609,appCat.builtin,19.54
311510,AS14.01,2014-03-31 11:18:55.584,appCat.builtin,31.21
315310,AS14.01,2014-03-31 14:07:06.260,appCat.builtin,24.085
317710,AS14.01,2014-03-31 16:48:18.552,appCat.builtin,141.595
317810,AS14.01,2014-03-31 16:50:40.153,appCat.builtin,1673.837
321810,AS14.01,2014-03-31 17:53:20.009,appCat.builtin,29.463
329010,AS14.01,2014-03-31 18:54:40.878,appCat.builtin,24.111
333910,AS14.01,2014-03-31 21:01:04.394,appCat.builtin,102.58
341510,AS14.01,2014-03-31 22:39:59.989,appCat.builtin,52.238
350710,AS14.01,2014-04-01 08:16:50.944,appCat.builtin,16.197
351615,AS14.01,2014-04-01 08:18:44.834,appCat.builtin,25.132
352113,AS14.01,2014-04-01 08:20:22.668,appCat.builtin,96.215
358017,AS14.01,2014-04-01 10:55:47.622,appCat.builtin,24.501
362110,AS14.01,2014-04-01 11:23:10.295,appCat.builtin,21.566
368310,AS14.01,2014-04-01 12:17:07.378,appCat.builtin,31.152
368510,AS14.01,2014-04-01 12:18:19.173,appCat.builtin,38.379
384110,AS14.01,2014-04-01 17:32:37.316,appCat.builtin,17.04
392010,AS14.01,2014-04-01 20:06:54.318,appCat.builtin,40.093
395210,AS14.01,2014-04-01 20:28:35.217,appCat.builtin,18.047
406210,AS14.01,2014-04-01 22:40:23.872,appCat.builtin,16.842
410611,AS14.01,2014-04-01 23:22:35.976,appCat.builtin,24.149
422410,AS14.01,2014-04-02 09:32:47.482,appCat.builtin,75.019
422515,AS14.01,2014-04-02 09:34:12.766,appCat.builtin,99.587
435411,AS14.01,2014-04-02 12:45:32.836,appCat.builtin,30.584
437310,AS14.01,2014-04-02 12:57:28.187,appCat.builtin,41.459
439210,AS14.01,2014-04-02 13:21:07.391,appCat.builtin,116.635
439510,AS14.01,2014-04-02 13:25:14.210,appCat.builtin,1464.4
444010,AS14.01,2014-04-02 14:43:33.295,appCat.builtin,23.815
451810,AS14.01,2014-04-02 19:07:05.292,appCat.builtin,25.143
452010,AS14.01,2014-04-02 19:08:05.516,appCat.builtin,147.706
454210,AS14.01,2014-04-02 20:10:20.846,appCat.builtin,16.897
454311,AS14.01,2014-04-02 20:10:44.171,appCat.builtin,27.31
458710,AS14.01,2014-04-02 21:04:42.483,appCat.builtin,118.724
472410,AS14.01,2014-04-03 01:15:13.517,appCat.builtin,30.604
472910,AS14.01,2014-04-03 08:00:12.101,appCat.builtin,600.528
475610,AS14.01,2014-04-03 09:49:43.803,appCat.builtin,54.165
476410,AS14.01,2014-04-03 09:51:29.092,appCat.builtin,124.366
478610,AS14.01,2014-04-03 10:09:22.816,appCat.builtin,67.28
485610,AS14.01,2014-04-03 11:24:14.338,appCat.builtin,19.349
492610,AS14.01,2014-04-03 12:49:56.790,appCat.builtin,78.102
493817,AS14.01,2014-04-03 12:54:37.572,appCat.builtin,29.066
494916,AS14.01,2014-04-03 12:56:39.907,appCat.builtin,41.946
499810,AS14.01,2014-04-03 13:47:32.186,appCat.builtin,42.179
505710,AS14.01,2014-04-03 14:42:42.119,appCat.builtin,26.094
530310,AS14.01,2014-04-03 22:46:27.859,appCat.builtin,45.648
534711,AS14.01,2014-04-03 23:37:23.292,appCat.builtin,20.07
539312,AS14.01,2014-04-04 02:39:20.543,appCat.builtin,19.383
546910,AS14.01,2014-04-04 11:36:56.506,appCat.builtin,72.488
554010,AS14.01,2014-04-04 13:48:52.319,appCat.builtin,23.161
563910,AS14.01,2014-04-04 16:33:29.362,appCat.builtin,33.938
571310,AS14.01,2014-04-04 20:11:15.484,appCat.builtin,843.239
575510,AS14.01,2014-04-04 23:49:55.844,appCat.builtin,19.179
577810,AS14.01,2014-04-05 06:29:43.341,appCat.builtin,14542.772
588710,AS14.01,2014-04-05 18:19:17.683,appCat.builtin,142.864
592610,AS14.01,2014-04-05 20:44:27.276,appCat.builtin,22.055
597710,AS14.01,2014-04-06 00:52:13.105,appCat.builtin,132.005
601310,AS14.01,2014-04-06 12:55:59.094,appCat.builtin,18.066
601610,AS14.01,2014-04-06 12:56:25.497,appCat.builtin,1033.262
605610,AS14.01,2014-04-06 14:28:48.607,appCat.builtin,191.641
607810,AS14.01,2014-04-06 16:30:24.401,appCat.builtin,53.184
608710,AS14.01,2014-04-06 16:41:01.029,appCat.builtin,257.852
612310,AS14.01,2014-04-06 19:59:47.345,appCat.builtin,36.623
613110,AS14.01,2014-04-06 20:22:11.473,appCat.builtin,76.351
613210,AS14.01,2014-04-06 20:23:27.825,appCat.builtin,932.584
620110,AS14.01,2014-04-07 10:53:50.812,appCat.builtin,29.114
621710,AS14.01,2014-04-07 12:37:33.394,appCat.builtin,63.679
633910,AS14.01,2014-04-07 17:49:37.178,appCat.builtin,26.672
642310,AS14.01,2014-04-07 22:39:57.607,appCat.builtin,19.059
645810,AS14.01,2014-04-07 23:09:23.211,appCat.builtin,26.414
651810,AS14.01,2014-04-08 08:49:09.142,appCat.builtin,28.191
662710,AS14.01,2014-04-08 12:48:24.986,appCat.builtin,24.096
666910,AS14.01,2014-04-08 14:26:04.905,appCat.builtin,72.317
691010,AS14.01,2014-04-09 03:07:54.730,appCat.builtin,19.215
691110,AS14.01,2014-04-09 07:35:14.506,appCat.builtin,607.128
692510,AS14.01,2014-04-09 08:55:47.460,appCat.builtin,23.146
694210,AS14.01,2014-04-09 09:08:55.392,appCat.builtin,44.386
713710,AS14.01,2014-04-09 16:28:10.276,appCat.builtin,31.209
721310,AS14.01,2014-04-09 19:48:57.740,appCat.builtin,16.053
730110,AS14.01,2014-04-09 23:46:29.719,appCat.builtin,57.753
731110,AS14.01,2014-04-09 23:56:44.697,appCat.builtin,66.622
744810,AS14.01,2014-04-10 13:58:25.595,appCat.builtin,22.1
749410,AS14.01,2014-04-10 16:20:09.232,appCat.builtin,18.063
751210,AS14.01,2014-04-10 17:01:08.397,appCat.builtin,64.35
756510,AS14.01,2014-04-11 01:22:52.700,appCat.builtin,19.05
756810,AS14.01,2014-04-11 08:00:23.562,appCat.builtin,578.356
758910,AS14.01,2014-04-11 09:25:32.164,appCat.builtin,1618.689
763910,AS14.01,2014-04-11 11:51:02.480,appCat.builtin,31.769
764210,AS14.01,2014-04-11 11:51:51.328,appCat.builtin,38.419
765610,AS14.01,2014-04-11 12:00:32.528,appCat.builtin,69.596
772010,AS14.01,2014-04-11 16:22:55.278,appCat.builtin,22.149
774910,AS14.01,2014-04-11 17:27:40.210,appCat.builtin,121.394
786710,AS14.01,2014-04-11 22:10:09.502,appCat.builtin,41.137
786910,AS14.01,2014-04-11 22:13:00.332,appCat.builtin,68.209
795910,AS14.01,2014-04-12 16:30:47.769,appCat.builtin,22.155
809310,AS14.01,2014-04-13 16:17:05.450,appCat.builtin,26.464
814710,AS14.01,2014-04-13 23:15:25.875,appCat.builtin,107.756
826710,AS14.01,2014-04-14 13:37:03.194,appCat.builtin,16.101
827110,AS14.01,2014-04-14 13:41:49.592,appCat.builtin,33.166
829910,AS14.01,2014-04-14 14:09:14.246,appCat.builtin,44.133
837010,AS14.01,2014-04-14 14:53:25.476,appCat.builtin,19.086
843910,AS14.01,2014-04-14 20:17:32.413,appCat.builtin,59.18
867210,AS14.01,2014-04-15 14:35:19.607,appCat.builtin,19.067
872310,AS14.01,2014-04-15 15:52:38.654,appCat.builtin,35.808
873910,AS14.01,2014-04-15 15:57:39.023,appCat.builtin,29.139
877910,AS14.01,2014-04-15 17:26:12.828,appCat.builtin,22.08
878110,AS14.01,2014-04-15 17:26:37.915,appCat.builtin,49.249
886510,AS14.01,2014-04-15 20:31:27.938,appCat.builtin,28.082
889410,AS14.01,2014-04-15 20:47:07.410,appCat.builtin,45.23
893610,AS14.01,2014-04-15 21:59:11.375,appCat.builtin,59.305
898310,AS14.01,2014-04-15 23:02:36.289,appCat.builtin,116.047
903610,AS14.01,2014-04-16 02:51:35.684,appCat.builtin,19.621
904110,AS14.01,2014-04-16 08:02:22.957,appCat.builtin,25.228
906010,AS14.01,2014-04-16 08:17:22.816,appCat.builtin,27.231
906610,AS14.01,2014-04-16 08:20:16.295,appCat.builtin,38.956
909810,AS14.01,2014-04-16 09:08:02.361,appCat.builtin,57.278
912310,AS14.01,2014-04-16 10:54:49.782,appCat.builtin,22.143
912510,AS14.01,2014-04-16 11:03:35.947,appCat.builtin,49.496
927610,AS14.01,2014-04-16 19:32:25.219,appCat.builtin,21.852
927710,AS14.01,2014-04-16 19:33:17.023,appCat.builtin,27.15
938610,AS14.01,2014-04-17 00:34:36.687,appCat.builtin,24.088
951110,AS14.01,2014-04-17 16:38:27.644,appCat.builtin,18.064
959610,AS14.01,2014-04-17 22:38:31.171,appCat.builtin,19.052
965110,AS14.01,2014-04-18 00:45:26.946,appCat.builtin,16.05
965710,AS14.01,2014-04-18 02:03:56.766,appCat.builtin,19.42
966010,AS14.01,2014-04-18 11:43:01.157,appCat.builtin,29.351
973910,AS14.01,2014-04-18 14:32:05.578,appCat.builtin,18.005
974110,AS14.01,2014-04-18 14:33:23.451,appCat.builtin,31.622
976310,AS14.01,2014-04-18 14:40:26.006,appCat.builtin,23.417
976610,AS14.01,2014-04-18 14:42:13.967,appCat.builtin,37.165
980110,AS14.01,2014-04-18 14:58:34.388,appCat.builtin,249.062
984110,AS14.01,2014-04-18 17:07:55.665,appCat.builtin,64.261
985910,AS14.01,2014-04-18 19:06:12.144,appCat.builtin,57.949
987810,AS14.01,2014-04-18 21:07:19.581,appCat.builtin,143.62
988110,AS14.01,2014-04-18 21:10:27.601,appCat.builtin,157.614
988410,AS14.01,2014-04-18 21:13:15.453,appCat.builtin,407.456
992510,AS14.01,2014-04-19 11:24:11.992,appCat.builtin,21.626
993710,AS14.01,2014-04-19 12:45:32.647,appCat.builtin,63.275
995510,AS14.01,2014-04-19 14:28:42.102,appCat.builtin,98.458
1005410,AS14.01,2014-04-19 19:27:47.835,appCat.builtin,21.895
1006410,AS14.01,2014-04-19 19:49:26.092,appCat.builtin,30.234
1008410,AS14.01,2014-04-19 20:47:31.053,appCat.builtin,35.18
1012610,AS14.01,2014-04-19 23:00:11.221,appCat.builtin,58.218
1013110,AS14.01,2014-04-19 23:03:10.240,appCat.builtin,68.448
1016210,AS14.01,2014-04-20 01:38:46.007,appCat.builtin,48.207
1019410,AS14.01,2014-04-20 02:22:48.098,appCat.builtin,40.25
1021710,AS14.01,2014-04-20 11:11:59.145,appCat.builtin,62.682
1024510,AS14.01,2014-04-20 14:09:42.107,appCat.builtin,25.25
1033310,AS14.01,2014-04-20 18:35:42.670,appCat.builtin,43.165
1038710,AS14.01,2014-04-20 21:07:02.111,appCat.builtin,24.093
1040410,AS14.01,2014-04-20 21:29:43.246,appCat.builtin,32.153
1042610,AS14.01,2014-04-21 02:20:48.575,appCat.builtin,19.07
1043310,AS14.01,2014-04-21 10:10:28.598,appCat.builtin,2316.968
1048910,AS14.01,2014-04-21 14:38:40.499,appCat.builtin,24.162
1049910,AS14.01,2014-04-21 14:40:43.680,appCat.builtin,212.002
1053210,AS14.01,2014-04-21 18:33:42.153,appCat.builtin,44.174
1053610,AS14.01,2014-04-21 18:35:14.690,appCat.builtin,134.622
1061010,AS14.01,2014-04-22 00:02:14.832,appCat.builtin,47.219
1062510,AS14.01,2014-04-22 00:20:08.013,appCat.builtin,19.059
1064310,AS14.01,2014-04-22 08:16:20.575,appCat.builtin,35.495
1064610,AS14.01,2014-04-22 08:42:50.742,appCat.builtin,842.967
1066910,AS14.01,2014-04-22 09:15:54.608,appCat.builtin,21.036
1071010,AS14.01,2014-04-22 10:06:26.411,appCat.builtin,62.675
1077510,AS14.01,2014-04-22 13:23:03.835,appCat.builtin,51.462
1092810,AS14.01,2014-04-22 18:54:28.463,appCat.builtin,48.229
1093110,AS14.01,2014-04-22 18:58:36.256,appCat.builtin,89.517
1102110,AS14.01,2014-04-22 21:31:12.874,appCat.builtin,56.271
1111810,AS14.01,2014-04-23 00:25:09.713,appCat.builtin,270.097
1117010,AS14.01,2014-04-23 10:48:18.934,appCat.builtin,22.181
1124610,AS14.01,2014-04-23 15:04:53.061,appCat.builtin,43.194
1126410,AS14.01,2014-04-23 15:13:04.816,appCat.builtin,75.457
1137510,AS14.01,2014-04-23 21:50:29.112,appCat.builtin,53.067
1143510,AS14.01,2014-04-23 23:25:14.002,appCat.builtin,17.415
1145510,AS14.01,2014-04-23 23:44:15.555,appCat.builtin,44.191
1147810,AS14.01,2014-04-24 00:10:09.535,appCat.builtin,41.114
1151110,AS14.01,2014-04-24 00:29:52.160,appCat.builtin,88.321
1151710,AS14.01,2014-04-24 00:35:11.598,appCat.builtin,274.492
1152010,AS14.01,2014-04-24 00:39:51.180,appCat.builtin,351.959
1179510,AS14.01,2014-04-24 21:46:50.645,appCat.builtin,17.075
1184410,AS14.01,2014-04-24 22:46:30.003,appCat.builtin,32.129
1190610,AS14.01,2014-04-25 00:52:45.022,appCat.builtin,31.113
1198610,AS14.01,2014-04-25 10:39:02.289,appCat.builtin,77.386
1200510,AS14.01,2014-04-25 11:08:01.236,appCat.builtin,88.521
1208710,AS14.01,2014-04-25 14:29:57.167,appCat.builtin,45.736
1222210,AS14.01,2014-04-25 23:21:27.119,appCat.builtin,37.593
1225110,AS14.01,2014-04-26 10:23:46.319,appCat.builtin,23.102
1230210,AS14.01,2014-04-26 12:05:44.525,appCat.builtin,19.068
1232710,AS14.01,2014-04-26 13:19:18.395,appCat.builtin,21.005
1239010,AS14.01,2014-04-26 20:45:52.197,appCat.builtin,24.092
1240110,AS14.01,2014-04-26 22:13:36.204,appCat.builtin,182.527
1246110,AS14.01,2014-04-27 12:27:20.434,appCat.builtin,17.516
1247410,AS14.01,2014-04-27 14:44:42.196,appCat.builtin,65.222
1252410,AS14.01,2014-04-27 18:35:13.151,appCat.builtin,29.187
1254210,AS14.01,2014-04-27 19:38:59.756,appCat.builtin,159.748
1254310,AS14.01,2014-04-27 19:41:39.507,appCat.builtin,254.27
1262710,AS14.01,2014-04-28 11:37:09.010,appCat.builtin,55.154
1269010,AS14.01,2014-04-28 15:24:16.104,appCat.builtin,89.578
1270310,AS14.01,2014-04-28 15:36:18.184,appCat.builtin,265.4
1273610,AS14.01,2014-04-28 17:00:56.020,appCat.builtin,30.063
1276110,AS14.01,2014-04-28 18:20:43.696,appCat.builtin,19.075
1283310,AS14.01,2014-04-28 23:09:08.411,appCat.builtin,276.946
1284810,AS14.01,2014-04-29 09:49:37.878,appCat.builtin,662.506
1287410,AS14.01,2014-04-29 10:49:11.763,appCat.builtin,28.523
1290810,AS14.01,2014-04-29 12:16:24.619,appCat.builtin,31.135
1294310,AS14.01,2014-04-29 13:20:07.285,appCat.builtin,19.046
1296610,AS14.01,2014-04-29 14:47:37.308,appCat.builtin,179.837
1302610,AS14.01,2014-04-29 17:05:48.805,appCat.builtin,3478.08
1312010,AS14.01,2014-04-30 09:52:10.585,appCat.builtin,17.091
1328310,AS14.01,2014-04-30 18:08:57.095,appCat.builtin,228.193
1332210,AS14.01,2014-04-30 19:59:16.845,appCat.builtin,33.129
1337810,AS14.01,2014-04-30 23:03:47.030,appCat.builtin,16.784
1347510,AS14.01,2014-05-01 01:30:01.259,appCat.builtin,23.989
1351310,AS14.01,2014-05-01 12:15:25.305,appCat.builtin,27.108
1353510,AS14.01,2014-05-01 12:46:55.153,appCat.builtin,16.753
1353910,AS14.01,2014-05-01 12:48:07.411,appCat.builtin,24.107
1359610,AS14.01,2014-05-01 13:56:09.348,appCat.builtin,139.999
1362510,AS14.01,2014-05-01 14:57:06.367,appCat.builtin,282.179
1375510,AS14.01,2014-05-01 20:01:11.477,appCat.builtin,20.147
1377910,AS14.01,2014-05-01 20:26:54.276,appCat.builtin,36.468
1378610,AS14.01,2014-05-01 20:52:49.178,appCat.builtin,70.129
1384210,AS14.01,2014-05-01 21:31:08.710,appCat.builtin,18.687
1386110,AS14.01,2014-05-01 22:28:36.605,appCat.builtin,43.333
1388210,AS14.01,2014-05-01 23:27:46.839,appCat.builtin,169.117
1394010,AS14.01,2014-05-02 01:43:09.266,appCat.builtin,18.201
1398110,AS14.01,2014-05-02 10:51:29.341,appCat.builtin,152.251
1402610,AS14.01,2014-05-02 12:15:06.184,appCat.builtin,22.092
1412910,AS14.01,2014-05-02 18:05:14.486,appCat.builtin,32.181
1418110,AS14.01,2014-05-02 21:32:59.019,appCat.builtin,34.142
1425310,AS14.01,2014-05-03 10:09:18.280,appCat.builtin,54.581
1427010,AS14.01,2014-05-03 10:47:17.234,appCat.builtin,27.087
1430410,AS14.01,2014-05-03 12:45:05.716,appCat.builtin,19.36
1431810,AS14.01,2014-05-03 14:03:00.540,appCat.builtin,34.169
1433610,AS14.01,2014-05-03 17:02:55.302,appCat.builtin,150.535
144251,AS14.01,2014-05-04 01:09:41.568,appCat.builtin,511.937
144593,AS14.01,2014-05-04 11:05:22.759,appCat.builtin,35.162
144743,AS14.01,2014-05-04 12:24:56.917,appCat.builtin,56.132
144752,AS14.01,2014-05-04 12:25:53.062,appCat.builtin,151.598
144991,AS14.01,2014-05-04 13:47:53.038,appCat.builtin,55.188
145143,AS14.01,2014-05-04 14:16:16.471,appCat.builtin,111.447
145522,AS14.01,2014-05-04 16:42:55.131,appCat.builtin,79.743
145653,AS14.01,2014-05-04 16:51:45.499,appCat.builtin,30.72
145723,AS14.01,2014-05-04 16:58:51.864,appCat.builtin,35.141
145831,AS14.01,2014-05-04 21:52:29.924,appCat.builtin,58.537
233445,AS14.01,2014-03-20 23:01:58.095,appCat.communication,558.334
233473,AS14.01,2014-03-20 23:26:52.845,appCat.communication,196.47
233480,AS14.01,2014-03-20 23:34:23.253,appCat.communication,323.661
233574,AS14.01,2014-03-21 09:58:53.733,appCat.communication,171.851
233597,AS14.01,2014-03-21 10:16:50.109,appCat.communication,400.556
233696,AS14.01,2014-03-21 11:52:36.430,appCat.communication,164.06
233823,AS14.01,2014-03-21 15:10:53.755,appCat.communication,248.318
233902,AS14.01,2014-03-21 17:58:29.095,appCat.communication,124.986
233911,AS14.01,2014-03-21 19:03:31.220,appCat.communication,243.854
233928,AS14.01,2014-03-21 19:38:32.207,appCat.communication,371.52
233986,AS14.01,2014-03-22 09:11:12.430,appCat.communication,163.666
234010,AS14.01,2014-03-22 10:58:52.293,appCat.communication,204.131
234058,AS14.01,2014-03-22 13:56:00.009,appCat.communication,204.912
234154,AS14.01,2014-03-22 19:22:35.688,appCat.communication,339.064
234175,AS14.01,2014-03-22 20:17:20.003,appCat.communication,223.482
234199,AS14.01,2014-03-23 10:00:50.859,appCat.communication,208.18
234219,AS14.01,2014-03-23 12:38:39.336,appCat.communication,765.418
234240,AS14.01,2014-03-23 13:49:20.394,appCat.communication,320.353
234378,AS14.01,2014-03-23 21:47:29.114,appCat.communication,201.805
234403,AS14.01,2014-03-23 23:28:46.190,appCat.communication,136.984
234404,AS14.01,2014-03-23 23:32:04.069,appCat.communication,236.961
234504,AS14.01,2014-03-24 09:20:22.595,appCat.communication,912.431
234579,AS14.01,2014-03-24 11:26:41.194,appCat.communication,399.215
234716,AS14.01,2014-03-24 17:09:08.989,appCat.communication,243.076
234808,AS14.01,2014-03-24 20:28:01.217,appCat.communication,197.995
234829,AS14.01,2014-03-24 21:03:34.282,appCat.communication,742.658
234854,AS14.01,2014-03-24 22:03:09.375,appCat.communication,218.577
234861,AS14.01,2014-03-24 22:28:18.288,appCat.communication,499.342
234964,AS14.01,2014-03-25 10:36:31.065,appCat.communication,293.506
235008,AS14.01,2014-03-25 15:05:49.352,appCat.communication,128.962
235009,AS14.01,2014-03-25 15:08:06.130,appCat.communication,143.582
235025,AS14.01,2014-03-25 15:30:37.632,appCat.communication,256.521
235056,AS14.01,2014-03-25 16:21:28.331,appCat.communication,138.842
235099,AS14.01,2014-03-25 20:56:53.372,appCat.communication,411.332
235161,AS14.01,2014-03-25 22:48:58.858,appCat.communication,405.238
235170,AS14.01,2014-03-25 23:06:16.230,appCat.communication,720.14
235173,AS14.01,2014-03-25 23:20:20.756,appCat.communication,1453.229
235345,AS14.01,2014-03-26 12:49:11.482,appCat.communication,122.051
235347,AS14.01,2014-03-26 12:53:30.944,appCat.communication,190.678
235391,AS14.01,2014-03-26 15:48:37.299,appCat.communication,118.833
235405,AS14.01,2014-03-26 16:09:00.677,appCat.communication,127.047
