row_number,id,time,variable,value
993,AS14.06,2014-04-25 10:00:00.000,mood,5.0
1008,AS14.06,2014-04-28 15:00:00.000,mood,5.0
1018,AS14.06,2014-04-30 18:00:00.000,mood,4.0
1030,AS14.06,2014-05-03 10:00:00.000,mood,4.0
1044,AS14.06,2014-05-07 16:00:00.000,mood,5.0
1148,AS14.07,2014-04-11 11:00:00.000,mood,1.0
1207,AS14.07,2014-04-25 21:00:00.000,mood,1.0
1250,AS14.08,2014-03-07 18:00:00.000,mood,9.0
1254,AS14.08,2014-03-08 16:00:00.000,mood,9.0
1265,AS14.08,2014-03-10 18:00:00.000,mood,9.0
1274,AS14.08,2014-03-12 15:00:00.000,mood,9.0
1276,AS14.08,2014-03-12 21:00:00.000,mood,4.0
1278,AS14.08,2014-03-13 12:00:00.000,mood,4.0
1297,AS14.08,2014-03-17 12:00:00.000,mood,4.0
1311,AS14.08,2014-03-20 09:00:00.000,mood,4.0
1317,AS14.08,2014-03-21 11:00:00.000,mood,4.0
1344,AS14.08,2014-03-26 18:00:00.000,mood,9.0
1352,AS14.08,2014-03-28 12:00:00.000,mood,4.0
1360,AS14.08,2014-03-29 21:00:00.000,mood,9.0
1366,AS14.08,2014-03-31 09:00:00.000,mood,9.0
1392,AS14.08,2014-04-05 22:00:00.000,mood,9.0
1410,AS14.08,2014-04-09 21:00:00.000,mood,4.0
1415,AS14.08,2014-04-10 21:00:00.000,mood,9.0
1502,AS14.08,2014-04-28 15:00:00.000,mood,4.0
1504,AS14.08,2014-04-28 21:00:00.000,mood,4.0
1505,AS14.08,2014-04-29 09:00:00.000,mood,4.0
1772,AS14.12,2014-04-03 18:00:00.000,mood,4.0
1773,AS14.12,2014-04-03 23:00:00.000,mood,4.0
1780,AS14.12,2014-04-05 15:00:00.000,mood,4.0
1819,AS14.12,2014-04-13 20:00:00.000,mood,4.0
1874,AS14.12,2014-04-25 17:00:00.000,mood,4.0
1913,AS14.12,2014-05-04 15:00:00.000,mood,4.0
1914,AS14.12,2014-05-04 18:00:00.000,mood,4.0
1954,AS14.13,2014-03-20 18:00:00.000,mood,3.0
1955,AS14.13,2014-03-20 21:00:00.000,mood,5.0
1956,AS14.13,2014-03-21 09:00:00.000,mood,4.0
1957,AS14.13,2014-03-21 12:00:00.000,mood,2.0
2001,AS14.13,2014-03-30 10:00:00.000,mood,4.0
2079,AS14.13,2014-04-15 09:00:00.000,mood,4.0
2084,AS14.13,2014-04-16 09:00:00.000,mood,5.0
2093,AS14.13,2014-04-18 09:00:00.000,mood,4.0
2094,AS14.13,2014-04-18 12:00:00.000,mood,3.0
2101,AS14.13,2014-04-20 12:00:00.000,mood,5.0
2112,AS14.13,2014-04-22 15:00:00.000,mood,5.0
2113,AS14.13,2014-04-22 21:00:00.000,mood,4.0
2188,AS14.14,2014-03-25 14:00:00.000,mood,2.0
2206,AS14.14,2014-03-29 12:00:00.000,mood,9.0
2227,AS14.14,2014-04-03 21:00:00.000,mood,9.0
2251,AS14.14,2014-04-09 15:00:00.000,mood,9.0
2301,AS14.14,2014-04-25 15:00:00.000,mood,9.0
2328,AS14.15,2014-03-14 12:00:00.000,mood,6.0
2329,AS14.15,2014-03-14 15:00:00.000,mood,6.0
2332,AS14.15,2014-03-15 09:00:00.000,mood,8.0
2334,AS14.15,2014-03-15 15:00:00.000,mood,5.0
2336,AS14.15,2014-03-16 01:00:00.000,mood,8.0
2337,AS14.15,2014-03-16 09:00:00.000,mood,6.0
2338,AS14.15,2014-03-16 12:00:00.000,mood,5.0
2339,AS14.15,2014-03-16 15:00:00.000,mood,6.0
2340,AS14.15,2014-03-16 17:00:00.000,mood,6.0
2341,AS14.15,2014-03-16 21:00:00.000,mood,6.0
2343,AS14.15,2014-03-17 12:00:00.000,mood,6.0
2344,AS14.15,2014-03-17 14:00:00.000,mood,6.0
2345,AS14.15,2014-03-17 18:00:00.000,mood,6.0
2351,AS14.15,2014-03-18 21:00:00.000,mood,8.0
2353,AS14.15,2014-03-19 11:00:00.000,mood,8.0
2356,AS14.15,2014-03-19 20:00:00.000,mood,8.0
2362,AS14.15,2014-03-21 09:00:00.000,mood,6.0
2366,AS14.15,2014-03-21 21:00:00.000,mood,8.0
2390,AS14.15,2014-03-26 18:00:00.000,mood,8.0
2401,AS14.15,2014-03-28 21:00:00.000,mood,8.0
2409,AS14.15,2014-03-30 15:00:00.000,mood,8.0
2410,AS14.15,2014-03-30 19:00:00.000,mood,8.0
2416,AS14.15,2014-03-31 21:00:00.000,mood,8.0
2421,AS14.15,2014-04-01 21:00:00.000,mood,8.0
2426,AS14.15,2014-04-02 20:00:00.000,mood,8.0
2428,AS14.15,2014-04-03 12:00:00.000,mood,8.0
2434,AS14.15,2014-04-04 15:00:00.000,mood,8.0
2438,AS14.15,2014-04-05 12:00:00.000,mood,8.0
2439,AS14.15,2014-04-05 15:00:00.000,mood,8.0
2440,AS14.15,2014-04-05 18:00:00.000,mood,8.0
2441,AS14.15,2014-04-05 21:00:00.000,mood,8.0
2442,AS14.15,2014-04-06 09:00:00.000,mood,6.0
2443,AS14.15,2014-04-06 12:00:00.000,mood,6.0
2444,AS14.15,2014-04-06 15:00:00.000,mood,6.0
2446,AS14.15,2014-04-06 21:00:00.000,mood,6.0
2447,AS14.15,2014-04-07 10:00:00.000,mood,6.0
2452,AS14.15,2014-04-08 09:00:00.000,mood,6.0
2466,AS14.15,2014-04-10 23:00:00.000,mood,8.0
2474,AS14.15,2014-04-12 15:00:00.000,mood,8.0
2475,AS14.15,2014-04-12 18:00:00.000,mood,8.0
2498,AS14.15,2014-04-17 15:00:00.000,mood,6.0
2499,AS14.15,2014-04-17 18:00:00.000,mood,6.0
2500,AS14.15,2014-04-17 21:00:00.000,mood,6.0
2501,AS14.15,2014-04-18 09:00:00.000,mood,6.0
2502,AS14.15,2014-04-18 12:00:00.000,mood,6.0
2503,AS14.15,2014-04-18 15:00:00.000,mood,6.0
2504,AS14.15,2014-04-18 17:00:00.000,mood,6.0
2505,AS14.15,2014-04-18 21:00:00.000,mood,6.0
2520,AS14.15,2014-04-21 21:00:00.000,mood,8.0
2541,AS14.15,2014-04-26 09:00:00.000,mood,6.0
2542,AS14.15,2014-04-26 12:00:00.000,mood,6.0
2544,AS14.15,2014-04-26 18:00:00.000,mood,6.0
2545,AS14.15,2014-04-26 20:00:00.000,mood,6.0
2562,AS14.15,2014-04-30 12:00:00.000,mood,5.0
2563,AS14.15,2014-04-30 15:00:00.000,mood,6.0
2564,AS14.15,2014-04-30 18:00:00.000,mood,6.0
2565,AS14.15,2014-04-30 20:00:00.000,mood,6.0
2566,AS14.15,2014-05-01 09:00:00.000,mood,6.0
2567,AS14.15,2014-05-01 11:00:00.000,mood,6.0
2576,AS14.15,2014-05-03 09:00:00.000,mood,6.0
2629,AS14.16,2014-03-20 09:00:00.000,mood,4.0
2651,AS14.16,2014-03-25 09:00:00.000,mood,4.0
2657,AS14.16,2014-03-26 14:00:00.000,mood,4.0
2676,AS14.16,2014-03-30 21:00:00.000,mood,1.0
2693,AS14.16,2014-04-03 19:00:00.000,mood,4.0
2742,AS14.16,2014-04-13 21:00:00.000,mood,4.0
2788,AS14.16,2014-04-24 09:00:00.000,mood,4.0
2909,AS14.17,2014-03-29 12:00:00.000,mood,5.0
3017,AS14.17,2014-04-22 09:00:00.000,mood,4.0
3065,AS14.19,2014-03-21 15:00:00.000,mood,3.0
3070,AS14.19,2014-03-22 15:00:00.000,mood,4.0
3084,AS14.19,2014-03-25 15:00:00.000,mood,4.0
3088,AS14.19,2014-03-26 12:00:00.000,mood,4.0
3093,AS14.19,2014-03-27 12:00:00.000,mood,4.0
3105,AS14.19,2014-03-29 19:00:00.000,mood,9.0
3116,AS14.19,2014-03-31 21:00:00.000,mood,9.0
3140,AS14.19,2014-04-05 19:00:00.000,mood,9.0
3142,AS14.19,2014-04-06 11:00:00.000,mood,9.0
3154,AS14.19,2014-04-08 20:00:00.000,mood,9.0
3268,AS14.19,2014-05-02 12:00:00.000,mood,9.0
3269,AS14.19,2014-05-02 16:00:00.000,mood,9.0
3287,AS14.20,2014-03-21 13:00:00.000,mood,6.0
3290,AS14.20,2014-03-21 20:00:00.000,mood,8.0
3291,AS14.20,2014-03-22 09:00:00.000,mood,8.0
3292,AS14.20,2014-03-22 15:00:00.000,mood,8.0
3293,AS14.20,2014-03-22 18:00:00.000,mood,8.0
3294,AS14.20,2014-03-22 20:00:00.000,mood,6.0
3296,AS14.20,2014-03-23 13:00:00.000,mood,8.0
3297,AS14.20,2014-03-23 14:00:00.000,mood,9.0
3300,AS14.20,2014-03-24 09:00:00.000,mood,8.0
3303,AS14.20,2014-03-24 19:00:00.000,mood,6.0
3304,AS14.20,2014-03-24 21:00:00.000,mood,6.0
3306,AS14.20,2014-03-25 15:00:00.000,mood,6.0
3307,AS14.20,2014-03-25 18:00:00.000,mood,6.0
3308,AS14.20,2014-03-25 20:00:00.000,mood,5.0
3309,AS14.20,2014-03-26 08:00:00.000,mood,6.0
3320,AS14.20,2014-03-28 18:00:00.000,mood,4.0
3325,AS14.20,2014-03-29 18:00:00.000,mood,8.0
3326,AS14.20,2014-03-29 21:00:00.000,mood,8.0
3328,AS14.20,2014-03-30 11:00:00.000,mood,8.0
3330,AS14.20,2014-03-30 21:00:00.000,mood,8.0
3335,AS14.20,2014-04-01 08:00:00.000,mood,6.0
3336,AS14.20,2014-04-01 12:00:00.000,mood,6.0
3338,AS14.20,2014-04-01 22:00:00.000,mood,6.0
3339,AS14.20,2014-04-02 10:00:00.000,mood,6.0
3341,AS14.20,2014-04-02 17:00:00.000,mood,6.0
3344,AS14.20,2014-04-03 12:00:00.000,mood,6.0
3358,AS14.20,2014-04-06 18:00:00.000,mood,6.0
3359,AS14.20,2014-04-06 22:00:00.000,mood,8.0
3362,AS14.20,2014-04-07 14:00:00.000,mood,6.0
3368,AS14.20,2014-04-08 21:00:00.000,mood,8.0
3369,AS14.20,2014-04-09 10:00:00.000,mood,8.0
3370,AS14.20,2014-04-09 12:00:00.000,mood,8.0
3371,AS14.20,2014-04-09 18:00:00.000,mood,8.0
3379,AS14.20,2014-04-11 16:00:00.000,mood,8.0
3380,AS14.20,2014-04-11 20:00:00.000,mood,8.0
3383,AS14.20,2014-04-12 15:00:00.000,mood,6.0
3388,AS14.20,2014-04-13 14:00:00.000,mood,6.0
3394,AS14.20,2014-04-14 17:00:00.000,mood,6.0
3396,AS14.20,2014-04-15 08:00:00.000,mood,6.0
3402,AS14.20,2014-04-16 12:00:00.000,mood,8.0
3406,AS14.20,2014-04-17 08:00:00.000,mood,6.0
3408,AS14.20,2014-04-17 15:00:00.000,mood,4.0
3410,AS14.20,2014-04-17 20:00:00.000,mood,8.0
3413,AS14.20,2014-04-18 17:00:00.000,mood,6.0
3415,AS14.20,2014-04-19 09:00:00.000,mood,8.0
3416,AS14.20,2014-04-19 12:00:00.000,mood,8.0
3421,AS14.20,2014-04-20 16:00:00.000,mood,8.0
3422,AS14.20,2014-04-20 18:00:00.000,mood,8.0
3423,AS14.20,2014-04-20 21:00:00.000,mood,8.0
3425,AS14.20,2014-04-21 11:00:00.000,mood,6.0
3426,AS14.20,2014-04-21 15:00:00.000,mood,8.0
3427,AS14.20,2014-04-21 18:00:00.000,mood,8.0
3428,AS14.20,2014-04-21 21:00:00.000,mood,8.0
3431,AS14.20,2014-04-22 16:00:00.000,mood,6.0
3433,AS14.20,2014-04-22 21:00:00.000,mood,5.0
3434,AS14.20,2014-04-23 09:00:00.000,mood,6.0
3435,AS14.20,2014-04-23 20:00:00.000,mood,8.0
3437,AS14.20,2014-04-24 09:00:00.000,mood,6.0
3439,AS14.20,2014-04-24 15:00:00.000,mood,6.0
3440,AS14.20,2014-04-24 18:00:00.000,mood,8.0
3441,AS14.20,2014-04-24 21:00:00.000,mood,8.0
3442,AS14.20,2014-04-25 09:00:00.000,mood,6.0
3445,AS14.20,2014-04-25 20:00:00.000,mood,8.0
3446,AS14.20,2014-04-26 09:00:00.000,mood,8.0
3447,AS14.20,2014-04-26 14:00:00.000,mood,6.0
3453,AS14.20,2014-04-27 18:00:00.000,mood,6.0
3457,AS14.20,2014-04-28 14:00:00.000,mood,6.0
3463,AS14.20,2014-04-29 22:00:00.000,mood,8.0
3465,AS14.20,2014-04-30 13:00:00.000,mood,8.0
3467,AS14.20,2014-04-30 18:00:00.000,mood,6.0
3470,AS14.20,2014-05-01 12:00:00.000,mood,6.0
3473,AS14.20,2014-05-01 21:00:00.000,mood,8.0
3474,AS14.20,2014-05-02 09:00:00.000,mood,8.0
3476,AS14.20,2014-05-02 15:00:00.000,mood,6.0
3478,AS14.20,2014-05-02 21:00:00.000,mood,8.0
3481,AS14.20,2014-05-03 15:00:00.000,mood,6.0
3483,AS14.20,2014-05-04 10:00:00.000,mood,8.0
3496,AS14.23,2014-03-24 13:00:00.000,mood,4.0
3500,AS14.23,2014-03-25 09:00:00.000,mood,5.0
3539,AS14.23,2014-04-05 15:00:00.000,mood,4.0
3549,AS14.23,2014-04-07 18:00:00.000,mood,4.0
3550,AS14.23,2014-04-07 21:00:00.000,mood,5.0
3551,AS14.23,2014-04-08 09:00:00.000,mood,5.0
3564,AS14.23,2014-04-10 18:00:00.000,mood,5.0
3616,AS14.23,2014-04-22 21:00:00.000,mood,2.0
3647,AS14.24,2014-04-14 21:00:00.000,mood,8.0
3648,AS14.24,2014-04-15 09:00:00.000,mood,8.0
3649,AS14.24,2014-04-15 12:00:00.000,mood,8.0
3651,AS14.24,2014-04-15 20:00:00.000,mood,8.0
3653,AS14.24,2014-04-16 09:00:00.000,mood,6.0
3654,AS14.24,2014-04-16 13:00:00.000,mood,9.0
3655,AS14.24,2014-04-16 15:00:00.000,mood,8.0
3660,AS14.24,2014-04-17 15:00:00.000,mood,6.0
3664,AS14.24,2014-04-18 15:00:00.000,mood,6.0
3666,AS14.24,2014-04-18 21:00:00.000,mood,8.0
3670,AS14.24,2014-04-19 21:00:00.000,mood,8.0
3671,AS14.24,2014-04-20 09:00:00.000,mood,6.0
3672,AS14.24,2014-04-20 13:00:00.000,mood,8.0
3673,AS14.24,2014-04-20 16:00:00.000,mood,8.0
3674,AS14.24,2014-04-20 18:00:00.000,mood,8.0
3675,AS14.24,2014-04-20 21:00:00.000,mood,9.0
3678,AS14.24,2014-04-21 19:00:00.000,mood,8.0
3679,AS14.24,2014-04-21 21:00:00.000,mood,8.0
3680,AS14.24,2014-04-22 08:00:00.000,mood,8.0
3682,AS14.24,2014-04-22 15:00:00.000,mood,6.0
3684,AS14.24,2014-04-22 21:00:00.000,mood,8.0
3687,AS14.24,2014-04-23 15:00:00.000,mood,9.0
3691,AS14.24,2014-04-24 15:00:00.000,mood,6.0
3695,AS14.24,2014-04-25 12:00:00.000,mood,6.0
3696,AS14.24,2014-04-25 15:00:00.000,mood,6.0
3697,AS14.24,2014-04-25 18:00:00.000,mood,5.0
3700,AS14.24,2014-04-26 14:00:00.000,mood,8.0
3701,AS14.24,2014-04-26 16:00:00.000,mood,8.0
3702,AS14.24,2014-04-26 20:00:00.000,mood,8.0
3705,AS14.24,2014-04-27 14:00:00.000,mood,6.0
3707,AS14.24,2014-04-27 22:00:00.000,mood,8.0
3708,AS14.24,2014-04-28 09:00:00.000,mood,6.0
3709,AS14.24,2014-04-28 12:00:00.000,mood,6.0
3711,AS14.24,2014-04-28 19:00:00.000,mood,8.0
3713,AS14.24,2014-04-29 09:00:00.000,mood,6.0
3714,AS14.24,2014-04-29 12:00:00.000,mood,6.0
3715,AS14.24,2014-04-29 15:00:00.000,mood,5.0
3717,AS14.24,2014-04-30 10:00:00.000,mood,6.0
3718,AS14.24,2014-04-30 14:00:00.000,mood,6.0
3721,AS14.24,2014-05-01 14:00:00.000,mood,8.0
3722,AS14.24,2014-05-01 15:00:00.000,mood,8.0
3730,AS14.24,2014-05-03 10:00:00.000,mood,6.0
3736,AS14.24,2014-05-04 19:00:00.000,mood,8.0
3737,AS14.24,2014-05-05 09:00:00.000,mood,5.0
3738,AS14.24,2014-05-05 12:00:00.000,mood,6.0
3740,AS14.24,2014-05-07 09:00:00.000,mood,6.0
3744,AS14.24,2014-05-07 23:00:00.000,mood,8.0
3745,AS14.24,2014-05-08 10:00:00.000,mood,8.0
3747,AS14.24,2014-05-08 15:00:00.000,mood,5.0
3748,AS14.24,2014-05-08 21:00:00.000,mood,8.0
3750,AS14.24,2014-05-09 12:00:00.000,mood,8.0
3753,AS14.24,2014-05-09 23:00:00.000,mood,8.0
3761,AS14.24,2014-05-11 21:00:00.000,mood,8.0
3768,AS14.24,2014-05-13 12:00:00.000,mood,8.0
3769,AS14.24,2014-05-13 17:00:00.000,mood,8.0
3773,AS14.24,2014-05-14 15:00:00.000,mood,2.0
3774,AS14.24,2014-05-14 17:00:00.000,mood,6.0
3775,AS14.24,2014-05-14 20:00:00.000,mood,4.0
3777,AS14.24,2014-05-15 13:00:00.000,mood,6.0
3778,AS14.24,2014-05-15 16:00:00.000,mood,6.0
3779,AS14.24,2014-05-15 17:00:00.000,mood,6.0
3782,AS14.24,2014-05-16 12:00:00.000,mood,6.0
3785,AS14.24,2014-05-16 22:00:00.000,mood,8.0
3787,AS14.24,2014-05-17 12:00:00.000,mood,8.0
3788,AS14.24,2014-05-17 16:00:00.000,mood,8.0
3789,AS14.24,2014-05-17 18:00:00.000,mood,8.0
3792,AS14.24,2014-05-18 13:00:00.000,mood,8.0
3794,AS14.24,2014-05-18 18:00:00.000,mood,6.0
3795,AS14.24,2014-05-18 21:00:00.000,mood,8.0
3796,AS14.24,2014-05-19 11:00:00.000,mood,8.0
3797,AS14.24,2014-05-19 12:00:00.000,mood,8.0
3798,AS14.24,2014-05-19 15:00:00.000,mood,6.0
3799,AS14.24,2014-05-19 18:00:00.000,mood,8.0
3804,AS14.24,2014-05-21 09:00:00.000,mood,6.0
3807,AS14.24,2014-05-21 18:00:00.000,mood,5.0
3808,AS14.24,2014-05-21 22:00:00.000,mood,6.0
3809,AS14.24,2014-05-22 08:00:00.000,mood,6.0
3812,AS14.24,2014-05-22 18:00:00.000,mood,6.0
3814,AS14.24,2014-05-23 10:00:00.000,mood,6.0
3815,AS14.24,2014-05-23 12:00:00.000,mood,6.0
3816,AS14.24,2014-05-23 15:00:00.000,mood,8.0
3821,AS14.24,2014-05-24 15:00:00.000,mood,8.0
3835,AS14.24,2014-05-27 15:00:00.000,mood,4.0
3836,AS14.24,2014-05-27 18:00:00.000,mood,6.0
3838,AS14.24,2014-05-28 11:00:00.000,mood,6.0
3840,AS14.24,2014-05-28 16:00:00.000,mood,6.0
3849,AS14.24,2014-05-30 12:00:00.000,mood,6.0
3850,AS14.24,2014-05-30 15:00:00.000,mood,9.0
3851,AS14.24,2014-05-30 18:00:00.000,mood,8.0
3854,AS14.24,2014-06-01 00:00:00.000,mood,8.0
3859,AS14.24,2014-06-01 21:00:00.000,mood,5.0
3863,AS14.24,2014-06-02 21:00:00.000,mood,6.0
3864,AS14.24,2014-06-03 09:00:00.000,mood,8.0
3865,AS14.24,2014-06-03 12:00:00.000,mood,8.0
3866,AS14.24,2014-06-03 15:00:00.000,mood,8.0
3867,AS14.24,2014-06-03 18:00:00.000,mood,8.0
3880,AS14.24,2014-06-06 17:00:00.000,mood,8.0
3881,AS14.24,2014-06-06 18:00:00.000,mood,8.0
3882,AS14.24,2014-06-07 12:00:00.000,mood,8.0
3883,AS14.24,2014-06-08 00:00:00.000,mood,6.0
3886,AS14.25,2014-04-08 21:00:00.000,mood,9.0
3945,AS14.25,2014-04-21 21:00:00.000,mood,9.0
3948,AS14.25,2014-04-22 18:00:00.000,mood,9.0
3949,AS14.25,2014-04-22 21:00:00.000,mood,10.0
3980,AS14.25,2014-04-29 18:00:00.000,mood,4.0
3982,AS14.25,2014-04-30 09:00:00.000,mood,4.0
4351,AS14.27,2014-04-04 11:00:00.000,mood,5.0
4362,AS14.27,2014-04-06 14:00:00.000,mood,5.0
4385,AS14.27,2014-04-11 09:00:00.000,mood,5.0
4387,AS14.27,2014-04-11 15:00:00.000,mood,5.0
4389,AS14.27,2014-04-11 21:00:00.000,mood,5.0
4391,AS14.27,2014-04-12 17:00:00.000,mood,5.0
4431,AS14.27,2014-04-20 20:00:00.000,mood,4.0
4435,AS14.27,2014-04-21 18:00:00.000,mood,5.0
4436,AS14.27,2014-04-21 20:00:00.000,mood,5.0
4458,AS14.27,2014-04-26 20:00:00.000,mood,10.0
4459,AS14.27,2014-04-26 21:00:00.000,mood,10.0
4477,AS14.27,2014-04-30 15:00:00.000,mood,5.0
4492,AS14.27,2014-05-03 16:00:00.000,mood,5.0
4493,AS14.27,2014-05-03 18:00:00.000,mood,4.0
4513,AS14.27,2014-05-09 08:00:00.000,mood,5.0
4514,AS14.27,2014-05-09 12:00:00.000,mood,5.0
4521,AS14.27,2014-05-10 18:00:00.000,mood,5.0
4536,AS14.27,2014-05-13 18:00:00.000,mood,5.0
4715,AS14.29,2014-04-02 18:00:00.000,mood,10.0
4737,AS14.29,2014-04-07 18:00:00.000,mood,5.0
4762,AS14.29,2014-04-12 21:00:00.000,mood,10.0
4792,AS14.29,2014-04-19 11:00:00.000,mood,5.0
4807,AS14.29,2014-04-22 15:00:00.000,mood,5.0
4827,AS14.29,2014-04-26 20:00:00.000,mood,5.0
4901,AS14.30,2014-03-20 18:00:00.000,mood,7.0
4902,AS14.30,2014-03-20 21:00:00.000,mood,6.0
4903,AS14.30,2014-03-21 09:00:00.000,mood,7.0
4905,AS14.30,2014-03-21 15:00:00.000,mood,7.0
4906,AS14.30,2014-03-21 18:00:00.000,mood,9.0
4910,AS14.30,2014-03-22 15:00:00.000,mood,7.0
4912,AS14.30,2014-03-22 21:00:00.000,mood,7.0
4916,AS14.30,2014-03-23 18:00:00.000,mood,7.0
4920,AS14.30,2014-03-24 15:00:00.000,mood,7.0
4929,AS14.30,2014-03-26 12:00:00.000,mood,6.0
4932,AS14.30,2014-03-26 21:00:00.000,mood,4.0
4936,AS14.30,2014-03-27 21:00:00.000,mood,7.0
4937,AS14.30,2014-03-28 09:00:00.000,mood,7.0
4938,AS14.30,2014-03-28 12:00:00.000,mood,7.0
4939,AS14.30,2014-03-28 15:00:00.000,mood,7.0
4940,AS14.30,2014-03-28 18:00:00.000,mood,9.0
4941,AS14.30,2014-03-28 21:00:00.000,mood,9.0
4943,AS14.30,2014-03-29 12:00:00.000,mood,9.0
4945,AS14.30,2014-03-29 20:00:00.000,mood,9.0
4950,AS14.30,2014-03-30 18:00:00.000,mood,7.0
4951,AS14.30,2014-03-30 21:00:00.000,mood,7.0
4952,AS14.30,2014-03-31 09:00:00.000,mood,7.0
4953,AS14.30,2014-03-31 12:00:00.000,mood,7.0
4961,AS14.30,2014-04-01 21:00:00.000,mood,7.0
4964,AS14.30,2014-04-02 15:00:00.000,mood,6.0
4967,AS14.30,2014-04-03 09:00:00.000,mood,7.0
4969,AS14.30,2014-04-03 15:00:00.000,mood,9.0
4976,AS14.30,2014-04-04 21:00:00.000,mood,7.0
4988,AS14.30,2014-04-07 12:00:00.000,mood,7.0
4990,AS14.30,2014-04-07 18:00:00.000,mood,7.0
4992,AS14.30,2014-04-08 09:00:00.000,mood,7.0
4995,AS14.30,2014-04-08 18:00:00.000,mood,9.0
4996,AS14.30,2014-04-08 21:00:00.000,mood,7.0
4997,AS14.30,2014-04-09 09:00:00.000,mood,7.0
5002,AS14.30,2014-04-10 12:00:00.000,mood,9.0
5006,AS14.30,2014-04-11 10:00:00.000,mood,9.0
5007,AS14.30,2014-04-11 18:00:00.000,mood,7.0
5008,AS14.30,2014-04-11 21:00:00.000,mood,7.0
5009,AS14.30,2014-04-12 09:00:00.000,mood,7.0
5010,AS14.30,2014-04-12 13:00:00.000,mood,9.0
5013,AS14.30,2014-04-12 21:00:00.000,mood,7.0
5014,AS14.30,2014-04-13 09:00:00.000,mood,7.0
5015,AS14.30,2014-04-13 12:00:00.000,mood,7.0
5017,AS14.30,2014-04-13 18:00:00.000,mood,7.0
5018,AS14.30,2014-04-13 21:00:00.000,mood,7.0
5019,AS14.30,2014-04-14 09:00:00.000,mood,7.0
5020,AS14.30,2014-04-14 12:00:00.000,mood,9.0
5021,AS14.30,2014-04-14 18:00:00.000,mood,7.0
5024,AS14.30,2014-04-15 12:00:00.000,mood,7.0
5026,AS14.30,2014-04-15 18:00:00.000,mood,7.0
5031,AS14.30,2014-04-16 18:00:00.000,mood,9.0
5032,AS14.30,2014-04-16 22:00:00.000,mood,9.0
5036,AS14.30,2014-04-17 18:00:00.000,mood,7.0
5037,AS14.30,2014-04-17 21:00:00.000,mood,7.0
5038,AS14.30,2014-04-18 09:00:00.000,mood,7.0
5039,AS14.30,2014-04-18 12:00:00.000,mood,7.0
5040,AS14.30,2014-04-18 15:00:00.000,mood,7.0
5043,AS14.30,2014-04-19 11:00:00.000,mood,7.0
5048,AS14.30,2014-04-20 09:00:00.000,mood,7.0
5054,AS14.30,2014-04-21 15:00:00.000,mood,7.0
5057,AS14.30,2014-04-22 10:00:00.000,mood,7.0
5059,AS14.30,2014-04-22 15:00:00.000,mood,9.0
5062,AS14.30,2014-04-23 09:00:00.000,mood,7.0
5066,AS14.30,2014-04-23 21:00:00.000,mood,7.0
5071,AS14.30,2014-04-24 21:00:00.000,mood,9.0
5075,AS14.30,2014-04-25 21:00:00.000,mood,6.0
5079,AS14.30,2014-04-26 18:00:00.000,mood,7.0
5081,AS14.30,2014-04-27 09:00:00.000,mood,7.0
5100,AS14.30,2014-04-30 21:00:00.000,mood,7.0
5103,AS14.30,2014-05-01 15:00:00.000,mood,9.0
5112,AS14.30,2014-05-03 12:00:00.000,mood,7.0
5116,AS14.30,2014-05-04 10:00:00.000,mood,7.0
5125,AS14.31,2014-04-02 17:00:00.000,mood,8.0
